pygeostat_saved_data
4
X
Y
Z
Facies
0.000000 0.000000 0.500000 3.000000
25.000000 0.000000 0.500000 3.000000
50.000000 0.000000 0.500000 3.000000
75.000000 0.000000 0.500000 3.000000
100.000000 0.000000 0.500000 3.000000
125.000000 0.000000 0.500000 3.000000
150.000000 0.000000 0.500000 3.000000
175.000000 0.000000 0.500000 3.000000
200.000000 0.000000 0.500000 3.000000
225.000000 0.000000 0.500000 3.000000
250.000000 0.000000 0.500000 3.000000
275.000000 0.000000 0.500000 3.000000
300.000000 0.000000 0.500000 3.000000
325.000000 0.000000 0.500000 3.000000
350.000000 0.000000 0.500000 3.000000
375.000000 0.000000 0.500000 3.000000
400.000000 0.000000 0.500000 3.000000
425.000000 0.000000 0.500000 3.000000
450.000000 0.000000 0.500000 3.000000
475.000000 0.000000 0.500000 3.000000
500.000000 0.000000 0.500000 3.000000
525.000000 0.000000 0.500000 3.000000
550.000000 0.000000 0.500000 3.000000
575.000000 0.000000 0.500000 3.000000
600.000000 0.000000 0.500000 3.000000
625.000000 0.000000 0.500000 3.000000
650.000000 0.000000 0.500000 3.000000
675.000000 0.000000 0.500000 3.000000
700.000000 0.000000 0.500000 3.000000
725.000000 0.000000 0.500000 3.000000
750.000000 0.000000 0.500000 3.000000
775.000000 0.000000 0.500000 3.000000
800.000000 0.000000 0.500000 3.000000
825.000000 0.000000 0.500000 3.000000
850.000000 0.000000 0.500000 3.000000
875.000000 0.000000 0.500000 2.000000
900.000000 0.000000 0.500000 2.000000
925.000000 0.000000 0.500000 2.000000
950.000000 0.000000 0.500000 2.000000
975.000000 0.000000 0.500000 2.000000
1000.000000 0.000000 0.500000 2.000000
1025.000000 0.000000 0.500000 2.000000
1050.000000 0.000000 0.500000 2.000000
1075.000000 0.000000 0.500000 2.000000
1100.000000 0.000000 0.500000 2.000000
1125.000000 0.000000 0.500000 2.000000
1150.000000 0.000000 0.500000 3.000000
1175.000000 0.000000 0.500000 3.000000
1200.000000 0.000000 0.500000 3.000000
1225.000000 0.000000 0.500000 3.000000
1250.000000 0.000000 0.500000 3.000000
1275.000000 0.000000 0.500000 3.000000
1300.000000 0.000000 0.500000 3.000000
